,Train_accuracy,Train_accuracy_original,Test_accuracy,epoch number
0,0.10946666449308395,0.10508333146572113,0.10750000178813934,1
1,0.12078333646059036,0.12680000066757202,0.13570000231266022,2
2,0.11913333088159561,0.14229999482631683,0.14839999377727509,3
3,0.12121666967868805,0.1278499960899353,0.13030000030994415,4
4,0.1221499964594841,0.16795000433921814,0.17229999601840973,5
5,0.12941665947437286,0.13885000348091125,0.1454000025987625,6
6,0.12960000336170197,0.1467333287000656,0.14890000224113464,7
7,0.12601666152477264,0.09503333270549774,0.09430000185966492,8
8,0.133733332157135,0.11270000040531158,0.11760000139474869,9
9,0.1387166678905487,0.11524999886751175,0.1168999969959259,10
10,0.14121666550636292,0.0965166687965393,0.10279999673366547,11
11,0.14219999313354492,0.1090666651725769,0.10949999839067459,12
12,0.14838333427906036,0.11588333547115326,0.11919999867677689,13
13,0.14794999361038208,0.12326666712760925,0.12939999997615814,14
14,0.15441666543483734,0.11640000343322754,0.11779999732971191,15
15,0.15186665952205658,0.09955000132322311,0.10279999673366547,16
16,0.15575000643730164,0.10204999893903732,0.10459999740123749,17
17,0.1584666669368744,0.11383333057165146,0.12030000239610672,18
18,0.16269999742507935,0.12941665947437286,0.1339000016450882,19
19,0.16801667213439941,0.1119166687130928,0.1152999997138977,20
20,0.16885000467300415,0.10981666296720505,0.11299999803304672,21
21,0.17090000212192535,0.11296666413545609,0.11159999668598175,22
22,0.17526666820049286,0.096950002014637,0.10080000013113022,23
23,0.18150000274181366,0.07061666995286942,0.07320000231266022,24
24,0.19054999947547913,0.10530000180006027,0.10899999737739563,25
25,0.1851000040769577,0.0973166674375534,0.09849999845027924,26
26,0.19198332726955414,0.085916668176651,0.0917000025510788,27
27,0.20401667058467865,0.11258333176374435,0.11309999972581863,28
28,0.1930333375930786,0.0910833328962326,0.09600000083446503,29
29,0.210549995303154,0.09071666747331619,0.08699999749660492,30
30,0.218666672706604,0.09626666456460953,0.09849999845027924,31
31,0.22451665997505188,0.10751666873693466,0.10869999974966049,32
32,0.22425000369548798,0.08868333697319031,0.08619999885559082,33
33,0.22664999961853027,0.10279999673366547,0.10379999876022339,34
34,0.2389666736125946,0.11161666363477707,0.11079999804496765,35
35,0.24663333594799042,0.10003333538770676,0.10100000351667404,36
36,0.25181666016578674,0.10606666654348373,0.10480000078678131,37
37,0.26346665620803833,0.11883333325386047,0.12240000069141388,38
38,0.2695833444595337,0.10833333432674408,0.10660000145435333,39
39,0.2768166661262512,0.09238333255052567,0.09109999984502792,40
40,0.27668333053588867,0.1081666648387909,0.10840000212192535,41
41,0.29144999384880066,0.08848333358764648,0.09070000052452087,42
42,0.2947666645050049,0.10379999876022339,0.10670000314712524,43
43,0.3077999949455261,0.10599999874830246,0.10920000076293945,44
44,0.32565000653266907,0.09866666793823242,0.09520000219345093,45
45,0.3398166596889496,0.11738333106040955,0.11420000344514847,46
46,0.31786665320396423,0.10393333435058594,0.10360000282526016,47
47,0.33633333444595337,0.109333336353302,0.11339999735355377,48
48,0.3515166640281677,0.09166666865348816,0.08820000290870667,49
49,0.36728334426879883,0.09929999709129333,0.10159999877214432,50
50,0.4046333432197571,0.1054999977350235,0.09870000183582306,51
51,0.3936833441257477,0.08791666477918625,0.0885000005364418,52
52,0.4222833216190338,0.1003333330154419,0.09910000115633011,53
53,0.40373334288597107,0.13393333554267883,0.1331000030040741,54
54,0.4268166720867157,0.10296666622161865,0.1014999970793724,55
55,0.4747333228588104,0.10463333129882812,0.1014999970793724,56
56,0.48331665992736816,0.10246666520833969,0.10170000046491623,57
57,0.49158334732055664,0.10411666333675385,0.10570000112056732,58
58,0.5226666927337646,0.09628333151340485,0.09130000323057175,59
59,0.49878332018852234,0.09271666407585144,0.08760000020265579,60
60,0.5546333193778992,0.10644999891519547,0.10779999941587448,61
61,0.5299166440963745,0.09520000219345093,0.09570000320672989,62
62,0.5705333352088928,0.10253333300352097,0.10320000350475311,63
63,0.5637833476066589,0.11151666939258575,0.1103999987244606,64
64,0.6207000017166138,0.09798333048820496,0.0885000005364418,65
65,0.630649983882904,0.10118333250284195,0.10010000318288803,66
66,0.6572666764259338,0.11221666634082794,0.10729999840259552,67
67,0.6636666655540466,0.10464999824762344,0.09719999879598618,68
68,0.6968500018119812,0.1042499989271164,0.10249999910593033,69
69,0.7207833528518677,0.10040000081062317,0.0885000005364418,70
70,0.7061166763305664,0.09719999879598618,0.09520000219345093,71
71,0.7452499866485596,0.09788333624601364,0.0957999974489212,72
72,0.7282999753952026,0.09013333171606064,0.08630000054836273,73
73,0.7667499780654907,0.1012333333492279,0.09359999746084213,74
74,0.7843000292778015,0.09634999930858612,0.08950000256299973,75
75,0.812749981880188,0.09991666674613953,0.09640000015497208,76
76,0.7749833464622498,0.09748333692550659,0.08820000290870667,77
77,0.8359166383743286,0.09560000151395798,0.0892999991774559,78
78,0.8203833103179932,0.10316666960716248,0.09769999980926514,79
79,0.823366641998291,0.10716667026281357,0.10450000315904617,80
