,epoch,Train_accuracy,Test_accuracy
0,1,28.195,70.76
1,2,35.8133333333333,76.69
2,3,37.25,79.27
3,4,38.01,80.48
4,5,38.6266666666667,81.63
5,6,39.1,82.55
6,7,39.4966666666667,83.3
7,8,39.8583333333333,83.83
8,9,40.2033333333333,84.52
9,10,40.52,85.16
10,11,40.6633333333333,85.38
11,12,40.8916666666667,85.78
12,13,41.075,86.26
13,14,41.2483333333333,86.4
14,15,41.415,86.5
15,16,41.5583333333333,86.54
16,17,41.7866666666667,86.48
17,18,41.8666666666667,86.51
18,19,42.0133333333333,86.25
19,20,42.0783333333333,86.56
20,21,42.3066666666667,86.55
21,22,42.4516666666667,86.35
22,23,42.605,86.1
23,24,42.8183333333333,85.63
24,25,42.9783333333333,85.25
25,26,43.2833333333333,85.22
26,27,43.5383333333333,85.05
27,28,43.8216666666667,84.53
28,29,44.11,84.04
29,30,44.385,83.5
30,31,44.7366666666667,83.05
31,32,44.985,82.05
32,33,45.4233333333333,81.29
33,34,45.67,80.55
34,35,46.085,79.29
35,36,46.4116666666667,78.15
36,37,46.9083333333333,76.6
37,38,47.4583333333333,75.68
38,39,47.74,75.48
39,40,48.27,74.83
40,41,48.32,73.96
41,42,48.6816666666667,72.83
42,43,49.1716666666667,72.63
43,44,49.7333333333333,71.68
44,45,50.43,71.29
45,46,50.85,69.72
46,47,51.3383333333333,68.47
47,48,51.6783333333333,66.48
48,49,52.13,66.22
49,50,52.855,65
50,51,53.155,64.48
51,52,53.7133333333333,62.37
52,53,54.31,62.09
53,54,54.9116666666667,59.79
54,55,55.275,57.41
55,56,56.135,57.73
56,57,56.54,57
57,58,57.2466666666667,56.4
58,59,57.1133333333333,57.11
59,60,57.255,57.02
60,61,57.1816666666667,57.77
61,62,57.6666666666667,57.72
62,63,58.3133333333333,57.33
63,64,58.665,58.75
64,65,59.0983333333333,59.29
65,66,59.5266666666667,59.02
66,67,60.0033333333333,58.42
67,68,60.365,57.38
68,69,61.0833333333333,56.04
69,70,61.3016666666667,54.95
70,71,61.39,54.57
71,72,61.9283333333333,53.65
72,73,62.1283333333333,53.85
73,74,62.2666666666667,52.84
74,75,62.115,52.8
75,76,62.6033333333333,52.4
76,77,62.6116666666667,54.04
77,78,63.295,53.34
78,79,63.315,53.57
79,80,63.7583333333333,53.92
80,81,64.0733333333333,53.16
81,82,64.0466666666667,54.38
82,83,64.1916666666667,54.5
83,84,64.2883333333333,54.97
84,85,64.845,55.85
85,86,64.9233333333333,55.64
86,87,65.765,56.52
87,88,66.095,56.61
88,89,66.6333333333333,55.88
89,90,66.6666666666667,54.94
90,91,67.0283333333333,53.27
91,92,67.17,51.8
92,93,67.6183333333333,50.92
93,94,68.61,51.21
94,95,69.2766666666667,49.99
95,96,69.19,49.89
96,97,69.2516666666667,49.98
97,98,69.215,49.9
98,99,69.5,49.66
99,100,69.52,50.55
100,101,69.3766666666667,49.73
101,102,69.845,49.82
102,103,70.125,50.23
103,104,70.4616666666667,50.21
104,105,70.4683333333333,49.94
105,106,70.6683333333333,50.34
106,107,70.8466666666667,48.97
107,108,71.04,48.87
108,109,71.37,49.53
109,110,72.0116666666667,48.69
110,111,72.3833333333333,48.7
111,112,72.6133333333333,48.98
112,113,72.7833333333333,50.05
113,114,73.18,49.75
114,115,73.7583333333333,50.68
115,116,73.85,49.27
116,117,74.3616666666667,49.11
117,118,74.7316666666667,48.5
118,119,74.895,49.21
119,120,74.66,48.51
120,121,74.91,47.71
121,122,75.0866666666667,47.35
122,123,75.36,48.25
123,124,75.285,47.01
124,125,75.6683333333333,46.79
125,126,76.1833333333333,45.92
126,127,76.79,46.24
127,128,76.6333333333333,46.34
128,129,76.665,46.77
129,130,76.88,46.92
