,Train_accuracy,Train_accuracy_original,Test_accuracy,epoch number
0,0.3801000118255615,0.3801000118255615,0.3799999952316284,1
1,0.4153600037097931,0.4153600037097931,0.41600000858306885,2
2,0.44218000769615173,0.44218000769615173,0.4426000118255615,3
3,0.4489000141620636,0.4489000141620636,0.4375,4
4,0.4745199978351593,0.4745199978351593,0.46399998664855957,5
5,0.5037000179290771,0.5037000179290771,0.484499990940094,6
6,0.5064399838447571,0.5064399838447571,0.48669999837875366,7
7,0.5213800072669983,0.5213800072669983,0.4959000051021576,8
8,0.5405799746513367,0.5405799746513367,0.510200023651123,9
9,0.5421199798583984,0.5421199798583984,0.5080999732017517,10
10,0.5501400232315063,0.5501400232315063,0.5116000175476074,11
11,0.5539199709892273,0.5539199709892273,0.5149999856948853,12
12,0.5834400057792664,0.5834400057792664,0.5281999707221985,13
13,0.5711600184440613,0.5711600184440613,0.5159000158309937,14
14,0.5908200144767761,0.5908200144767761,0.5263000130653381,15
15,0.5958799719810486,0.5958799719810486,0.5286999940872192,16
16,0.5986400246620178,0.5986400246620178,0.53329998254776,17
17,0.5998799800872803,0.5998799800872803,0.5246999859809875,18
18,0.6292600035667419,0.6292600035667419,0.5442000031471252,19
19,0.616379976272583,0.616379976272583,0.527899980545044,20
20,0.6068400144577026,0.6068400144577026,0.5196999907493591,21
21,0.6283199787139893,0.6283199787139893,0.5302000045776367,22
22,0.6527600288391113,0.6527600288391113,0.541700005531311,23
23,0.661899983882904,0.661899983882904,0.534600019454956,24
24,0.6448799967765808,0.6448799967765808,0.5322999954223633,25
25,0.6930199861526489,0.6930199861526489,0.5454999804496765,26
26,0.7104399800300598,0.7104399800300598,0.5555999875068665,27
27,0.696120023727417,0.696120023727417,0.546500027179718,28
28,0.6941800117492676,0.6941800117492676,0.5376999974250793,29
29,0.7142599821090698,0.7142599821090698,0.541100025177002,30
30,0.7293599843978882,0.7293599843978882,0.5491999983787537,31
31,0.7458199858665466,0.7458199858665466,0.550000011920929,32
32,0.768280029296875,0.768280029296875,0.5577999949455261,33
33,0.7648199796676636,0.7648199796676636,0.5432000160217285,34
34,0.7798799872398376,0.7798799872398376,0.5552999973297119,35
35,0.7922000288963318,0.7922000288963318,0.5483999848365784,36
36,0.7849400043487549,0.7849400043487549,0.5382999777793884,37
37,0.8055599927902222,0.8055599927902222,0.5511999726295471,38
38,0.8080999851226807,0.8080999851226807,0.5498999953269958,39
39,0.8278599977493286,0.8278599977493286,0.5465999841690063,40
40,0.8536800146102905,0.8536800146102905,0.5551999807357788,41
41,0.8331000208854675,0.8331000208854675,0.5497000217437744,42
42,0.859279990196228,0.859279990196228,0.5482000112533569,43
43,0.861240029335022,0.861240029335022,0.5443000197410583,44
44,0.8750799894332886,0.8750799894332886,0.5511000156402588,45
45,0.8864399790763855,0.8864399790763855,0.5393999814987183,46
46,0.8941199779510498,0.8941199779510498,0.5523999929428101,47
47,0.8838199973106384,0.8838199973106384,0.5361999869346619,48
48,0.9233199954032898,0.9233199954032898,0.5529000163078308,49
49,0.9257799983024597,0.9257799983024597,0.5418000221252441,50
50,0.9407399892807007,0.9407399892807007,0.5559999942779541,51
51,0.9323999881744385,0.9323999881744385,0.5443000197410583,52
52,0.9255200028419495,0.9255200028419495,0.5400999784469604,53
53,0.9470599889755249,0.9470599889755249,0.5498999953269958,54
54,0.9342600107192993,0.9342600107192993,0.550000011920929,55
55,0.933459997177124,0.933459997177124,0.5407000184059143,56
56,0.9450600147247314,0.9450600147247314,0.5353999733924866,57
57,0.9359800219535828,0.9359800219535828,0.5449000000953674,58
58,0.9553599953651428,0.9553599953651428,0.5485000014305115,59
59,0.9648799896240234,0.9648799896240234,0.5479000210762024,60
60,0.9692400097846985,0.9692400097846985,0.5430999994277954,61
61,0.9559999704360962,0.9559999704360962,0.5407999753952026,62
62,0.9768800139427185,0.9768800139427185,0.5468999743461609,63
63,0.9742599725723267,0.9742599725723267,0.5432999730110168,64
64,0.9930199980735779,0.9930199980735779,0.5579000115394592,65
65,0.9937800168991089,0.9937800168991089,0.5569000244140625,66
66,0.9981200098991394,0.9981200098991394,0.5641999840736389,67
67,0.9969000220298767,0.9969000220298767,0.5608999729156494,68
68,0.9996200203895569,0.9996200203895569,0.5667999982833862,69
69,0.9984599947929382,0.9984599947929382,0.5616999864578247,70
70,0.9997599720954895,0.9997599720954895,0.5684000253677368,71
71,0.9976199865341187,0.9976199865341187,0.5651000142097473,72
72,0.9501799941062927,0.9501799941062927,0.5382999777793884,73
73,0.9212200045585632,0.9212200045585632,0.5268999934196472,74
74,0.9546800255775452,0.9546800255775452,0.536899983882904,75
75,0.9731400012969971,0.9731400012969971,0.5465999841690063,76
76,0.9952200055122375,0.9952200055122375,0.5598999857902527,77
77,0.9998199939727783,0.9998199939727783,0.5659000277519226,78
78,0.9995999932289124,0.9995999932289124,0.5662000179290771,79
79,0.9998000264167786,0.9998000264167786,0.5687000155448914,80
80,0.9999799728393555,0.9999799728393555,0.5698999762535095,81
81,0.9997599720954895,0.9997599720954895,0.569100022315979,82
82,0.9999799728393555,0.9999799728393555,0.5685999989509583,83
83,0.9999600052833557,0.9999600052833557,0.5702000260353088,84
84,0.9999799728393555,0.9999799728393555,0.5691999793052673,85
85,1.0,1.0,0.5670999884605408,86
86,0.09950000047683716,0.09950000047683716,0.09969999641180038,0
