,Train_accuracy,Train_accuracy_original,Test_accuracy,epoch number
0,0.10480000078678131,0.11525999754667282,0.11509999632835388,1
1,0.10666000097990036,0.10760000348091125,0.10520000010728836,2
2,0.10750000178813934,0.10113999992609024,0.0989999994635582,3
3,0.11432000249624252,0.08562000095844269,0.08699999749660492,4
4,0.11308000236749649,0.09867999702692032,0.09969999641180038,5
5,0.11466000229120255,0.09508000314235687,0.09459999948740005,6
6,0.12272000312805176,0.09786000102758408,0.09769999980926514,7
7,0.11653999984264374,0.10711999982595444,0.10140000283718109,8
8,0.11729999631643295,0.09442000091075897,0.09220000356435776,9
9,0.12185999751091003,0.08004000037908554,0.07800000160932541,10
10,0.12676000595092773,0.10181999951601028,0.0989999994635582,11
11,0.12387999892234802,0.08985999971628189,0.0877000018954277,12
12,0.12443999946117401,0.1157199963927269,0.10930000245571136,13
13,0.12775999307632446,0.1029599979519844,0.10289999842643738,14
14,0.13356000185012817,0.10153999924659729,0.09809999912977219,15
15,0.13996000587940216,0.1064400002360344,0.10419999808073044,16
16,0.13594000041484833,0.10385999828577042,0.0997999981045723,17
17,0.13600000739097595,0.08857999742031097,0.08470000326633453,18
18,0.14339999854564667,0.09198000282049179,0.0908999964594841,19
19,0.1467999964952469,0.0952799990773201,0.09459999948740005,20
20,0.1482599973678589,0.10093999654054642,0.09730000048875809,21
21,0.14893999695777893,0.09533999860286713,0.09139999747276306,22
22,0.14866000413894653,0.10540000349283218,0.10090000182390213,23
23,0.15308000147342682,0.1035199984908104,0.1005999967455864,24
24,0.14312000572681427,0.08715999871492386,0.08749999850988388,25
25,0.15831999480724335,0.08382000029087067,0.08330000191926956,26
26,0.15809999406337738,0.11349999904632568,0.11129999905824661,27
27,0.15919999778270721,0.09254000335931778,0.09709999710321426,28
28,0.17114000022411346,0.09718000143766403,0.09120000153779984,29
29,0.16335999965667725,0.11832000315189362,0.11829999834299088,30
30,0.15797999501228333,0.09889999777078629,0.09849999845027924,31
31,0.17937999963760376,0.09459999948740005,0.09470000118017197,32
32,0.17936000227928162,0.10892000049352646,0.10740000009536743,33
33,0.18233999609947205,0.0939600020647049,0.08540000021457672,34
34,0.18636000156402588,0.08529999852180481,0.0828000009059906,35
35,0.18668000400066376,0.10514000058174133,0.10830000042915344,36
36,0.19461999833583832,0.09551999717950821,0.09300000220537186,37
37,0.2082200050354004,0.10719999670982361,0.09679999947547913,38
38,0.2010200023651123,0.10567999631166458,0.10270000249147415,39
39,0.21807999908924103,0.09487999975681305,0.08910000324249268,40
40,0.2143000066280365,0.09591999650001526,0.0908999964594841,41
41,0.22247999906539917,0.10217999666929245,0.09709999710321426,42
42,0.2076600044965744,0.09096000343561172,0.09049999713897705,43
43,0.2236199975013733,0.10509999841451645,0.10260000079870224,44
44,0.24206000566482544,0.09458000212907791,0.08649999648332596,45
45,0.24772000312805176,0.08801999688148499,0.0860000029206276,46
46,0.24609999358654022,0.09606000036001205,0.09130000323057175,47
47,0.25126001238822937,0.0972599983215332,0.09600000083446503,48
48,0.2743600010871887,0.09378000348806381,0.09120000153779984,49
49,0.28022000193595886,0.090379998087883,0.08389999717473984,50
50,0.2865599989891052,0.10136000066995621,0.09679999947547913,51
51,0.28341999650001526,0.10620000213384628,0.10119999945163727,52
